NCDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,rawseq.01,avsims.01,sdsims.01,z.score.01,prod.type
S425,1101,0.011807448,0.016200727,0.003645136,-1.20524397,0.010899183,0.016053588,0.003554636,-1.450051225,0.014532243,0.015903724,0.003551211,-0.386200898,3'PT
S426,175,0.022857143,0.022657143,0.010756402,0.01859359,0.005714286,0.022308571,0.010177135,-1.630545895,0.011428571,0.021931429,0.010892258,-0.964249785,5'
S427,136,0.007352941,0.026977941,0.013269351,-1.478972125,0.022058824,0.026904412,0.013430052,-0.360801865,0.007352941,0.027352941,0.013208361,-1.514192461,5'
S428,1530,0.022222222,0.018037255,0.003331062,1.256346208,0.011764706,0.018088889,0.003293912,-1.919961342,0.015686275,0.017961438,0.003250698,-0.699899859,3'PT
S429,736,0.023097826,0.02414538,0.00536679,-0.195191996,0.023097826,0.02404212,0.005304,-0.178034239,0.016304348,0.024637228,0.005282239,-1.577528189,3'
S430,1649,0.022437841,0.023878108,0.003426308,-0.420355352,0.0194057,0.023927229,0.003577251,-1.263967503,0.021831413,0.023703457,0.003576189,-0.523474491,3'PT
S431,89,0.04494382,0.019033708,0.013612821,1.903360938,0,0.020033708,0.013959083,-1.43517359,0.02247191,0.019730337,0.013843417,0.198041642,3'
S432,86,0.034883721,0.030523256,0.018351718,0.237605285,0.046511628,0.031348837,0.017817399,0.851010347,0.011627907,0.030627907,0.017129822,-1.109176732,5'
S433,98,0,0.021102041,0.013626019,-1.548657863,0.040816327,0.021887755,0.013878394,1.363887726,0.010204082,0.020714286,0.013102409,-0.8021581,inter
S434,241,0.01659751,0.020817427,0.008673172,-0.486548333,0.008298755,0.019825726,0.008679136,-1.328124222,0.01659751,0.020228216,0.008391047,-0.432688026,5'
S435,236,0.042372881,0.027224576,0.009784105,1.548256504,0.012711864,0.027139831,0.01011521,-1.426363574,0.021186441,0.027436441,0.010244445,-0.610086712,intra
S436,88,0.034090909,0.022318182,0.015154518,0.776846045,0.034090909,0.022590909,0.014682968,0.78322038,0.011363636,0.023022727,0.015216741,-0.766201579,3'
S437,61,0.016393443,0.024786885,0.01887156,-0.444766754,0,0.023639344,0.018165413,-1.30133813,0.016393443,0.02395082,0.018487201,-0.408789666,3'
S438,457,0.021881838,0.026522976,0.007115782,-0.652231603,0.021881838,0.026387308,0.006913241,-0.65171607,0.024070022,0.026341357,0.007198885,-0.315511995,5'
S439,99,0.04040404,0.027979798,0.016166861,0.768500607,0.02020202,0.027727273,0.015662688,-0.480457278,0.03030303,0.029717172,0.016253606,0.036044828,inter
S440,69,0.028985507,0.026115942,0.018230815,0.157401904,0.014492754,0.02573913,0.01788753,-0.628727187,0.028985507,0.027318841,0.019136574,0.087093248,5'
S441,186,0.02688172,0.024204301,0.010787607,0.248193959,0.02688172,0.023827957,0.010824264,0.282122014,0.02688172,0.024801075,0.010946343,0.190076706,inter
S442,701,0.019971469,0.024241084,0.005511273,-0.774705809,0.012838802,0.024405135,0.005433734,-2.128615917,0.02425107,0.02449786,0.005432747,-0.045426395,inter
S443,568,0.01056338,0.022890845,0.005938966,-2.075691969,0.021126761,0.023271127,0.005708948,-0.375614848,0.012323944,0.023084507,0.005887404,-1.827726408,inter
S445,104,0.019230769,0.030182692,0.0155469,-0.704444168,0.019230769,0.030576923,0.016471618,-0.688830556,0.028846154,0.031423077,0.016029036,-0.160765927,5'
S446,119,0.033613445,0.033773109,0.015139781,-0.010546005,0,0.03294958,0.01529798,-2.153851724,0.075630252,0.033739496,0.015618115,2.682190285,inter
S447,417,0.007194245,0.022695444,0.006789036,-2.283269611,0.016786571,0.022458034,0.006583733,-0.861435707,0.026378897,0.022563549,0.006937915,0.549927152,5'
S448,155,0.006451613,0.019567742,0.010495641,-1.249673932,0.019354839,0.019748387,0.010608898,-0.03709606,0.025806452,0.019309678,0.010917942,0.595054874,5'
S449,2507,0.022736338,0.020193857,0.00271406,0.936781504,0.016354208,0.020068209,0.00265005,-1.40148343,0.006781013,0.020204627,0.002672799,-5.022304962,5'
S450,114,0.01754386,0.026078947,0.014271361,-0.598057009,0.026315789,0.026131579,0.014010697,0.01314782,0.01754386,0.026429824,0.014471165,-0.614046225,inter
S451,273,0.025641026,0.029062271,0.009636251,-0.355039008,0.014652015,0.029300366,0.009627435,-1.521521717,0.025641026,0.029765568,0.009554,-0.431708354,5'
S452,68,0.029411765,0.023514706,0.017509369,0.336794508,0.014705882,0.024191176,0.017439846,-0.543886367,0,0.024102941,0.01727587,-1.395179593,5'
S453,82,0.012195122,0.024597561,0.016116293,-0.769559046,0.048780488,0.022817073,0.015113564,1.717888265,0.012195122,0.022756098,0.015663464,-0.674242672,5'
S454,930,0.022580645,0.017894624,0.004060773,1.1539726,0.002150538,0.017478495,0.004042798,-3.791422941,0.011827957,0.017987097,0.004184047,-1.472053101,3'MT
S455,124,0.024193548,0.0275,0.013404242,-0.246672068,0,0.027467742,0.013023062,-2.109161559,0.024193548,0.027306452,0.013518145,-0.23027595,3'
S456,91,0.054945055,0.02021978,0.014132971,2.457040039,0.021978022,0.018538462,0.01355062,0.253830475,0.032967033,0.018747253,0.013703782,1.037653717,5'
S457,91,0.021978022,0.023296703,0.015177203,-0.086885663,0,0.02178022,0.014691874,-1.482467098,0.021978022,0.022395604,0.014785698,-0.028242319,intra
S459,98,0.030612245,0.026397959,0.0150267,0.280453178,0.010204082,0.026418367,0.015060123,-1.076637008,0.020408163,0.026163265,0.015156102,-0.379721806,5'
S460,72,0.013888889,0.029888889,0.018606398,-0.859919259,0.041666667,0.030305556,0.019259031,0.589910855,0.027777778,0.031097222,0.019423773,-0.170895964,5'
S461,642,0.021806854,0.0205,0.005328556,0.245254812,0,0.021056075,0.005432954,-3.875621519,0.018691589,0.021065421,0.005495125,-0.431988615,3'PT
S463,83,0.036144578,0.032915663,0.018361139,0.175855931,0,0.032686747,0.01819601,-1.796368953,0,0.032240964,0.018490657,-1.743635403,5'
S464,728,0.019230769,0.016288461,0.004591491,0.640817501,0.001373626,0.016174451,0.004458451,-3.319723203,0.012362637,0.016395604,0.004496318,-0.896948954,3'PT
S465,1169,0.006843456,0.017160821,0.003513332,-2.936632677,0.010265184,0.017130026,0.003534233,-1.942385144,0.023096664,0.017016253,0.003559836,1.708059103,3'PT
S466,107,0.028037383,0.031373832,0.016036946,-0.208047641,0.018691589,0.032766355,0.01617919,-0.869930229,0.037383178,0.031130841,0.015063951,0.415052921,5'
S467,372,0.008064516,0.015357527,0.00624329,-1.168135744,0.010752688,0.015048387,0.005941579,-0.722989495,0.008064516,0.015481183,0.006296526,-1.177898179,inter
S468,678,0.01179941,0.01790708,0.00495549,-1.2325056,0.017699115,0.017932153,0.004720058,-0.049371948,0.017699115,0.018069322,0.004767103,-0.077658607,3'
S469,108,0.009259259,0.03012963,0.015039164,-1.38773478,0.027777778,0.030796296,0.015417422,-0.195786202,0.009259259,0.031944445,0.015769039,-1.438590256,inter
S470,63,0.015873016,0.013333333,0.013939104,0.182198414,0.015873016,0.013428572,0.01382906,0.176761436,0,0.014539683,0.014141581,-1.028151137,5'
S471,86,0.023255814,0.034337209,0.018353252,-0.603783765,0.023255814,0.032651163,0.017655442,-0.532150302,0.034883721,0.034790698,0.018030158,0.005159315,inter
S472,52,0,0.019673077,0.018797292,-1.046591026,0,0.017307692,0.016662668,-1.038710735,0,0.018076923,0.017448394,-1.03602216,5'
S473,320,0.009375,0.017996875,0.007208014,-1.196151308,0.0125,0.018140625,0.006721003,-0.839253461,0.0125,0.0177125,0.007074451,-0.736806266,5'
S474,102,0.009803922,0.013058824,0.011061713,-0.294249327,0.009803922,0.013147059,0.010467076,-0.319395508,0.019607843,0.013705882,0.010929675,0.539994162,5'
S475,389,0.017994859,0.027380463,0.007925372,-1.184247659,0.017994859,0.0271491,0.00789907,-1.158901141,0.015424165,0.027064267,0.008070125,-1.442369496,5'
S476,83,0.036144578,0.029180723,0.017968134,0.387566955,0.012048193,0.029072289,0.017134095,-0.993580121,0.024096386,0.031361446,0.018062803,-0.402211096,5'
S477,779,0.02182285,0.020051348,0.004766543,0.371653395,0.016688062,0.020214378,0.004727868,-0.745857485,0.011553273,0.020182285,0.004771578,-1.808418783,5'
S478,75,0.013333333,0.025,0.016679675,-0.699454109,0.026666667,0.02448,0.016752752,0.13052584,0.04,0.024986667,0.017094601,0.878250002,5'
S479,203,0.004926108,0.02146798,0.009361482,-1.767014233,0.02955665,0.022423645,0.009734769,0.732734842,0.024630542,0.021635468,0.010021301,0.298870789,5'
S480,87,0.022988506,0.022252874,0.015002565,0.049033768,0,0.022678161,0.015575061,-1.456056018,0.022988506,0.023563219,0.015478083,-0.037130729,5'
S481,1160,0.020689655,0.019365517,0.003896049,0.339866851,0.01637931,0.01927931,0.003843647,-0.754491837,0.011206897,0.019408621,0.004010191,-2.045220142,inter
S482,81,0,0.022925926,0.015926477,-1.439485053,0.037037037,0.023679012,0.016299191,0.819551402,0.024691358,0.024098765,0.015806979,0.037489301,5'
S483,68,0,0.019426471,0.016383701,-1.18571932,0.029411765,0.019808823,0.016361435,0.586925393,0.014705882,0.019720588,0.016122376,-0.311040152,5'
S484,941,0.008501594,0.020047822,0.004277411,-2.699349673,0.015940489,0.020174283,0.004271456,-0.991182761,0.012752391,0.020245484,0.004485575,-1.670486602,3'PT
S485,240,0.016666667,0.0221125,0.00896112,-0.607717891,0.016666667,0.021825,0.008723909,-0.59128687,0.0125,0.021775,0.009198616,-1.008303805,3'
S486,318,0.012578616,0.017584906,0.00713267,-0.701881618,0.009433962,0.017663522,0.006960428,-1.182335385,0.009433962,0.017990566,0.007347071,-1.164627946,5'
S487,194,0.010309278,0.018072165,0.008991864,-0.863323413,0.020618557,0.017907217,0.009184084,0.295221656,0.020618557,0.018479382,0.009223747,0.231920445,3'PT
S488,90,0,0.014844444,0.011791555,-1.258904736,0.011111111,0.014777778,0.011999312,-0.305573074,0.022222222,0.015211111,0.012512251,0.560339695,5'
S489,85,0.011764706,0.031341177,0.017715051,-1.105075613,0.047058824,0.029788235,0.017893531,0.965186168,0.035294118,0.031694118,0.018327247,0.196428852,5'
S490,59,0,0.020576271,0.017460632,-1.178437938,0.033898305,0.020152543,0.017386983,0.790577763,0.033898305,0.019711865,0.01775644,0.798946209,5'
S491,223,0.022421525,0.024219731,0.009931601,-0.181059047,0.01793722,0.024376682,0.009557406,-0.673766684,0.02690583,0.02438565,0.009662401,0.260823325,3'
S492,251,0.03187251,0.023438247,0.009015287,0.935551259,0.019920319,0.02261753,0.008867227,-0.304177484,0.035856574,0.024187251,0.009131429,1.27792955,5'
S493,92,0.043478261,0.026554348,0.016206132,1.044290737,0.010869565,0.027434783,0.016106112,-1.028505021,0.02173913,0.02726087,0.016078597,-0.343421722,inter
S494,108,0.009259259,0.019194445,0.012768289,-0.778114097,0,0.019324074,0.012639124,-1.528909301,0.027777778,0.018953704,0.012088549,0.72995313,inter
S495,277,0.028880866,0.023404332,0.008767145,0.624665576,0.02166065,0.022909747,0.008481683,-0.147269982,0.014440433,0.023314079,0.008582563,-1.033915691,3'
S496,245,0.024489796,0.020273469,0.008345009,0.50525131,0.024489796,0.020036735,0.008743947,0.509273565,0.020408163,0.019902041,0.008259352,0.061278673,3'
S497,96,0.020833333,0.0259375,0.015873791,-0.321546822,0.010416667,0.025666667,0.015390204,-0.990890015,0.03125,0.027041667,0.015985899,0.263252848,intra
S500,84,0.023809524,0.029119048,0.017223591,-0.308270426,0.047619048,0.029916667,0.017471977,1.013187061,0,0.028619048,0.017378159,-1.646840012,3'
S501,345,0.017391304,0.023884058,0.007906107,-0.821232734,0.034782609,0.023750725,0.007847364,1.405807578,0.005797101,0.023875362,0.007828301,-2.30934677,5'
S502,108,0.027777778,0.028361111,0.014732301,-0.039595527,0.009259259,0.028027778,0.015368769,-1.221211556,0.027777778,0.029518519,0.015442261,-0.112725761,5'
S504,258,0.027131783,0.02403876,0.009259351,0.334043211,0.007751938,0.024093023,0.008948936,-1.826036746,0.011627907,0.024286822,0.008953892,-1.413789151,inter
S505,152,0.019736842,0.021802631,0.011281205,-0.183117797,0.026315789,0.02218421,0.011346711,0.364121232,0.013157895,0.022111842,0.011485355,-0.779596886,inter
S506,1340,0.015671642,0.021188806,0.003665591,-1.505122751,0.026865672,0.021140298,0.00342516,1.671563687,0.005970149,0.021375373,0.003679934,-4.186276757,3'MT
S507,104,0.019230769,0.026682692,0.014811275,-0.503125039,0.038461538,0.025538462,0.014588684,0.885828824,0.028846154,0.025903846,0.014283202,0.205997783,5'
S508,69,0,0.021492754,0.015749109,-1.364696521,0,0.021478261,0.016770408,-1.280723812,0.028985507,0.021826087,0.017070417,0.419405096,5'
S509,149,0.020134228,0.023510067,0.011497735,-0.293609051,0.026845638,0.023630873,0.012029669,0.267236409,0.040268456,0.024134228,0.011862134,1.36014541,inter
S510,150,0.02,0.035313333,0.01412843,-1.083866565,0.02,0.036453333,0.014347447,-1.146777798,0.033333333,0.035453333,0.014100196,-0.150352543,5'
S511,152,0.032894737,0.02575,0.012791586,0.558549745,0.032894737,0.024769737,0.011974928,0.678500977,0.013157895,0.025052632,0.01228454,-0.968268807,intra
S513,285,0.021052632,0.021582456,0.008166938,-0.06487429,0.024561404,0.021621053,0.008154523,0.360579199,0.014035088,0.021859649,0.007920967,-0.987829059,inter
S514,88,0.034090909,0.023011364,0.015540558,0.712943863,0.011363636,0.022875,0.015214647,-0.756597493,0.011363636,0.022988636,0.015314739,-0.759072701,5'
S515,109,0.009174312,0.024522936,0.01407719,-1.090318729,0.018348624,0.023614679,0.013720921,-0.383797485,0.036697248,0.024633028,0.014076304,0.857058789,intra
S516,97,0.051546392,0.035814433,0.018638401,0.844061607,0.010309278,0.035381443,0.017410867,-1.440029666,0.020618557,0.034628866,0.017382562,-0.80599792,inter
S517,108,0.046296296,0.0305,0.015780094,1.001026751,0.018518519,0.031092593,0.015959286,-0.787884493,0.018518519,0.032138889,0.016616125,-0.819707943,inter
S518,951,0.012618297,0.019981073,0.004357065,-1.689847424,0.013669821,0.019692955,0.00436671,-1.37932988,0.024185068,0.01964143,0.004418107,1.028412707,inter
S519,92,0.02173913,0.02525,0.015343667,-0.228815564,0.032608696,0.026695652,0.015789607,0.374489613,0.010869565,0.025445652,0.015649123,-0.931431537,5'
S520,725,0.012413793,0.018333793,0.004763848,-1.242692837,0.022068966,0.018434483,0.00483705,0.751384343,0.017931034,0.018417931,0.00476178,-0.102251051,5'
S521,87,0.022988506,0.027896552,0.017129491,-0.286526078,0.057471264,0.027758621,0.016668164,1.782598423,0.011494253,0.02891954,0.016955172,-1.027726961,5'
S522,92,0.043478261,0.033521739,0.017389618,0.57255553,0.032608696,0.035391304,0.01869256,-0.148861812,0.054347826,0.034054348,0.017566788,1.155218503,5'
S523,66,0.015151515,0.015666667,0.014797359,-0.034813747,0.03030303,0.015484848,0.014864543,0.996881048,0.015151515,0.015409091,0.014338863,-0.017963473,5'
S524,66,0,0.029681818,0.019807545,-1.498510672,0,0.028030303,0.019528188,-1.435376531,0.060606061,0.028348485,0.019790368,1.629963479,inter
S525,73,0.01369863,0.031835616,0.019231799,-0.943072807,0.02739726,0.029630137,0.019606178,-0.113886389,0.01369863,0.032315068,0.019965457,-0.932432349,5'
S527,105,0.019047619,0.023866667,0.014055743,-0.342852586,0.00952381,0.023457143,0.014307564,-0.97384385,0.028571429,0.024076191,0.013858152,0.324375023,inter
S528,605,0.021487603,0.020429752,0.005235897,0.202038164,0.028099174,0.020631405,0.005590374,1.335826443,0,0.02058843,0.005436706,-3.786930955,3'PT
S529,178,0.011235955,0.019966292,0.009827678,-0.888341774,0.033707865,0.019848315,0.010215172,1.356761305,0.005617978,0.019792135,0.009870001,-1.436084691,5'
S530,69,0.057971014,0.019478261,0.015695303,2.452501424,0.014492754,0.019318841,0.016055841,-0.300581368,0.028985507,0.020724638,0.015624387,0.52871639,5'
S531,226,0.026548673,0.027252212,0.01001491,-0.070249205,0.030973451,0.026924779,0.010116211,0.400216252,0.022123894,0.027513274,0.010571596,-0.509798189,5'
S532,114,0.01754386,0.024517544,0.013751052,-0.507138188,0.026315789,0.024447368,0.013498512,0.138416784,0.00877193,0.02404386,0.013595985,-1.123267572,intra
S533,110,0.036363636,0.037354545,0.016510496,-0.06001693,0.027272727,0.037609091,0.017339271,-0.596124466,0.027272727,0.036981818,0.017399152,-0.558020921,5'
S534,1604,0.025561097,0.019251247,0.003275409,1.926430963,0.010598504,0.019375312,0.003224021,-2.722316779,0.013092269,0.019249377,0.00323635,-1.902485217,inter
S535,96,0.010416667,0.022885417,0.01398316,-0.891697587,0.041666667,0.023135417,0.014561416,1.272626927,0.020833333,0.02375,0.014189073,-0.205557258,5'
S536,84,0.011904762,0.028107143,0.017304102,-0.936331805,0.023809524,0.027964286,0.017166313,-0.242029954,0.011904762,0.028595238,0.017643936,-0.945961056,5'
S537,954,0.019916143,0.02154717,0.004545409,-0.358829563,0.01572327,0.021677149,0.004287241,-1.388743668,0.022012579,0.021777778,0.004501027,0.052166106,3'PT
S538,81,0.012345679,0.021506173,0.015084626,-0.607273512,0,0.021506173,0.015104841,-1.423793412,0.024691358,0.022320988,0.015333903,0.154583626,5'
S539,148,0.006756757,0.019189189,0.010477995,-1.186527766,0.027027027,0.018614865,0.010985952,0.76571992,0.033783784,0.018101351,0.010507522,1.492495775,3'
S540,591,0.015228426,0.016866328,0.004990155,-0.328226706,0.020304569,0.016800338,0.004870112,0.719537998,0.00676819,0.017142132,0.005036136,-2.059901032,intra
S541,127,0.015748031,0.029944882,0.013924587,-1.019552731,0.039370079,0.030393701,0.01416806,0.633564375,0.031496063,0.031291338,0.014720027,0.013907892,5'
S542,106,0.037735849,0.02714151,0.014609761,0.72515489,0,0.026726415,0.014813353,-1.804211012,0.037735849,0.027915094,0.014460971,0.679121391,5'
S543,91,0,0.021802198,0.014476659,-1.506024116,0.032967033,0.021714286,0.014566891,0.772487899,0.021978022,0.022714286,0.014719965,-0.050018036,5'
S544,104,0.009615385,0.024634615,0.014321354,-1.048729781,0.048076923,0.023855769,0.014163722,1.710083969,0.009615385,0.023846154,0.013624045,-1.044533301,5'
S545,112,0.017857143,0.0279375,0.014449336,-0.697634594,0.035714286,0.026205357,0.014489089,0.656282027,0.053571429,0.027616071,0.014857744,1.746924515,5'
S546,224,0.008928571,0.026267857,0.009975993,-1.738101257,0.013392857,0.025977679,0.010543483,-1.1936114,0.026785714,0.02646875,0.010039201,0.031572631,3'PT
S548,106,0.009433962,0.020358491,0.012848526,-0.850255381,0.009433962,0.019707547,0.013291727,-0.772930828,0.009433962,0.01945283,0.012579169,-0.796465046,inter
S549,92,0.032608696,0.027456522,0.016404049,0.31407943,0.010869565,0.027717391,0.016397472,-1.027464827,0.032608696,0.029119565,0.016521272,0.211190208,5'
S550,1275,0.028235294,0.018996863,0.003539726,2.609928458,0.021176471,0.018917647,0.003668499,0.615735148,0.010196078,0.019033725,0.003511433,-2.516820739,inter
S551,102,0.019607843,0.019588235,0.013327002,0.001471268,0.049019608,0.019480392,0.013235852,2.231757791,0.009803922,0.020617647,0.012940185,-0.83567004,5'
S552,130,0.015384615,0.023215385,0.012593688,-0.62180116,0.023076923,0.022484615,0.012407463,0.04773802,0.030769231,0.0229,0.012213563,0.644302652,5'
S553,136,0.007352941,0.026691177,0.012812141,-1.509367981,0.007352941,0.025477941,0.012045048,-1.504767802,0.036764706,0.026536765,0.013380394,0.764397596,5'
S554,74,0,0.026837838,0.017281662,-1.552966238,0.040540541,0.025864865,0.017506559,0.838295872,0.040540541,0.026932433,0.018144144,0.750000019,5'
S556,68,0.014705882,0.026279412,0.01898881,-0.609492112,0.029411765,0.026911765,0.018265171,0.136872537,0,0.025676471,0.018302964,-1.402858597,inter
S557,89,0.04494382,0.029426966,0.017298296,0.897016306,0.011235955,0.029662921,0.016705755,-1.103031012,0.04494382,0.029393258,0.017154161,0.906518371,5'
S558,111,0.036036036,0.03254955,0.015620274,0.223202647,0.009009009,0.032792793,0.016493505,-1.442009111,0.018018018,0.033531531,0.015922872,-0.974291172,intra
S559,122,0.016393443,0.022885246,0.01269072,-0.51153939,0.016393443,0.023155738,0.012763745,-0.529804916,0.016393443,0.023295082,0.01295376,-0.532790419,intra
S560,173,0.034682081,0.031231214,0.012029403,0.286869361,0.01734104,0.030601156,0.011698114,-1.133526019,0.023121387,0.030606936,0.012259887,-0.610572441,5'
S561,104,0,0.028144231,0.015653661,-1.797932815,0.048076923,0.029894231,0.015997084,1.136625411,0.009615385,0.028846154,0.015535946,-1.237824113,5'
S563,67,0.014925373,0.023686567,0.017262978,-0.507513471,0.014925373,0.022134328,0.016559377,-0.435339772,0,0.02519403,0.017609714,-1.430689292,5'
S564,90,0.022222222,0.017166667,0.013190833,0.383262798,0.011111111,0.016644444,0.012684682,-0.436221696,0.011111111,0.017766667,0.013135554,-0.5066825,inter
S565,89,0.011235955,0.028123595,0.016321558,-1.034683083,0.02247191,0.027550562,0.016164809,-0.314179493,0.033707865,0.026719101,0.016115561,0.433665585,inter
S566,111,0.009009009,0.018351351,0.012158666,-0.768369004,0.009009009,0.017756757,0.011487051,-0.761531202,0.009009009,0.018522523,0.012062174,-0.788706389,5'
S567,93,0.032258065,0.022021505,0.014074975,0.727287948,0.021505376,0.022677419,0.014365623,-0.081586668,0.010752688,0.024150538,0.014780052,-0.906481923,intra
S568,73,0.04109589,0.027767123,0.018612588,0.716115717,0.04109589,0.027013698,0.018001808,0.782265381,0,0.028164383,0.018341114,-1.535587427,inter
S569,161,0.00621118,0.021590062,0.011084144,-1.387466806,0.00621118,0.021534161,0.010836605,-1.414002029,0.00621118,0.021173913,0.010997217,-1.360592725,intra
S570,98,0,0.018826531,0.013393018,-1.405697382,0.010204082,0.019377551,0.013400114,-0.684581435,0.010204082,0.018377551,0.012943539,-0.631470983,intra
S571,74,0.067567568,0.028662162,0.01847069,2.106331967,0.013513514,0.028608108,0.018256432,-0.826809644,0,0.028418919,0.018291843,-1.553638893,5'
S573,71,0.028169014,0.022704225,0.017058675,0.320352471,0.014084507,0.023929577,0.017871286,-0.550887633,0,0.022211268,0.016361205,-1.35755694,intra
S574,373,0.010723861,0.018439678,0.006641684,-1.161726104,0.013404826,0.018324397,0.006694908,-0.734822784,0.010723861,0.018345844,0.006407486,-1.189543547,inter
S575,93,0.021505376,0.017591398,0.012690436,0.308419524,0,0.016989247,0.012997243,-1.307142388,0.032258065,0.018010753,0.01310267,1.08735951,5'
S576,90,0,0.014077778,0.01188866,-1.184134976,0.022222222,0.0138,0.01186642,0.70975258,0.011111111,0.014622222,0.01212759,-0.289514334,inter
S577,71,0.028169014,0.013676056,0.013384448,1.082820766,0.014084507,0.013183099,0.012759698,0.070644965,0,0.013619718,0.013544843,-1.005527956,5'
S578,1071,0.026143791,0.021892624,0.004324246,0.983100221,0.001867414,0.021779645,0.004365874,-4.560880441,0.02054155,0.022116713,0.004231409,-0.372255018,3'PT
S579,105,0,0.027457143,0.015195944,-1.806873113,0.057142857,0.028409524,0.014977486,1.91843494,0.00952381,0.028761905,0.01503463,-1.27958553,intra
S580,105,0.00952381,0.022647619,0.014491945,-0.905593396,0.038095238,0.022152381,0.01349471,1.18141534,0.019047619,0.023580953,0.01378658,-0.328822193,inter
S581,69,0.014492754,0.023536232,0.016612628,-0.54437372,0,0.02342029,0.016788376,-1.395030067,0.057971014,0.024231884,0.017666315,1.909800061,5'
S582,120,0.016666667,0.027433333,0.013645862,-0.789005967,0.041666667,0.0281,0.013663374,0.992922147,0.025,0.028341667,0.014065936,-0.23757158,inter
S583,153,0.019607843,0.033013072,0.013538549,-0.990152554,0.032679739,0.032568627,0.01334499,0.008326085,0.058823529,0.033143791,0.013887118,1.849176937,5'
S584,154,0.025974026,0.026064935,0.012073839,-0.007529407,0.006493506,0.025603896,0.01198251,-1.594857008,0.019480519,0.02674026,0.012313154,-0.589592301,5'
S585,118,0,0.02229661,0.013088281,-1.703555334,0,0.021542373,0.012588219,-1.711312202,0.025423729,0.02309322,0.013067766,0.178340248,intra
S586,125,0.024,0.025088,0.013008669,-0.083636532,0.008,0.025368,0.013082956,-1.327528725,0.016,0.024744,0.012686663,-0.68922774,5'
S587,75,0.013333333,0.02644,0.017263384,-0.759217719,0,0.027186667,0.017523096,-1.551476242,0.026666667,0.02796,0.017503342,-0.07389063,inter
S588,145,0.006896552,0.02142069,0.01108898,-1.309781152,0.013793103,0.021813793,0.011237541,-0.713740645,0.020689655,0.021255172,0.011515515,-0.049109167,intra
S589,106,0.009433962,0.022783019,0.013569317,-0.983767782,0.028301887,0.022009434,0.013613025,0.462237662,0.028301887,0.023301887,0.013894754,0.359848045,5'
S590,108,0.046296296,0.026212963,0.014105593,1.423785124,0.018518519,0.026018519,0.014428791,-0.519794038,0.009259259,0.025981482,0.014875296,-1.124160665,intra
S591,65,0,0.022492308,0.017458955,-1.288296317,0.015384615,0.021830769,0.017191492,-0.374961887,0,0.022076923,0.016873901,-1.308347348,inter
S592,68,0.058823529,0.0275,0.019469904,1.608817821,0.014705882,0.028352941,0.019367991,-0.704619251,0,0.027955882,0.018952111,-1.475080157,5'
S593,194,0.005154639,0.022417526,0.010165346,-1.698209496,0.020618557,0.021783505,0.009696289,-0.120143718,0.010309278,0.022159794,0.0100818,-1.175436507,5'
S594,117,0.05982906,0.02274359,0.013192499,2.811102691,0.017094017,0.022213675,0.012991761,-0.394069628,0.017094017,0.023982906,0.013287178,-0.5184614,5'
S595,86,0.011627907,0.02405814,0.015574595,-0.798109513,0.034883721,0.024209302,0.015769067,0.676921369,0.011627907,0.023418605,0.01540669,-0.765297282,inter
S596,89,0.011235955,0.015382022,0.012492013,-0.33189747,0.011235955,0.015573034,0.012553394,-0.345490512,0.02247191,0.016404494,0.012550354,0.483445791,inter
S597,55,0.072727273,0.018290909,0.017371744,3.133615422,0.018181818,0.018345454,0.01760782,-0.009293396,0,0.019127273,0.017498262,-1.093095582,3'
S598,70,0.042857143,0.028571429,0.018591713,0.768391526,0.042857143,0.027042857,0.018611212,0.849718234,0.014285714,0.029371429,0.019465934,-0.774980251,5'
S599,72,0.027777778,0.030430556,0.019227136,-0.137970508,0.027777778,0.030805556,0.019196768,-0.15772331,0.027777778,0.030986111,0.019252829,-0.166642179,5'
S600,91,0.021978022,0.02489011,0.01548929,-0.188006549,0.021978022,0.022681319,0.01473389,-0.047733267,0.010989011,0.024285714,0.015178397,-0.876028145,intra
S602,101,0.03960396,0.023584158,0.014204157,1.127824895,0.01980198,0.023742574,0.014133238,-0.278817496,0.01980198,0.02119802,0.013433859,-0.103919475,inter
S603,54,0.018518519,0.019814815,0.017646195,-0.07346037,0,0.020222222,0.018262194,-1.107327121,0,0.020574074,0.018197633,-1.130590663,intra
S604,127,0.007874016,0.021149606,0.011794339,-1.12559001,0.031496063,0.020661417,0.012124437,0.893620497,0.007874016,0.021070866,0.012612172,-1.046358268,inter
S605,66,0,0.026181818,0.018429472,-1.420649399,0,0.026242424,0.018204655,-1.441522738,0.060606061,0.028863636,0.019258467,1.648232133,inter
S606,100,0.02,0.02045,0.013239062,-0.033990323,0.01,0.0206,0.012977227,-0.816815517,0.01,0.02036,0.013566667,-0.763636343,inter
S607,174,0.022988506,0.024310345,0.011263402,-0.117356982,0.040229885,0.024821839,0.011365878,1.3556406,0.017241379,0.025264368,0.011154388,-0.719267521,5'
S608,140,0.042857143,0.027735714,0.013471186,1.12250166,0.057142857,0.027521429,0.012694506,2.333405305,0,0.027157143,0.01268526,-2.140842455,5'
S609,175,0.011428571,0.023822857,0.011027481,-1.123945403,0.011428571,0.023074286,0.01084233,-1.074097051,0.017142857,0.022897143,0.010870022,-0.52937206,inter
